"airline_name","link","title","author","author_country","date","content","lounge_name","airport","lounge_type","date_visit","type_traveller","overall_rating","comfort_rating","cleanliness_rating","bar_beverages_rating","catering_rating","washrooms_rating","wifi_connectivity_rating","staff_service_rating","recommended"
"eva-air","/lounge-reviews/eva-air","Eva Air Business Class Lounge - Bangkok Suvarnabhumi Airport","Ernest Barger","","2009-05-29","All new modern design good selection of food and drinks. Food changes during the day. Away from the other lounges but near EVA boarding gates. Very clean bright and comfortable.","EVA AIR BUSINESS CLASS LOUNGE REVIEW","Bangkok Suvarnabhumi Airport","Business Class","","","4.0","5","4","4.0","5.0","5.0","0.0","4.0","0"
"emirates","/lounge-reviews/emirates","Emirates First Class Lounge - Dubai Airport","G Nock","United Kingdom","2013-04-04","We used the first class lounge twice recently and one of the best lounge experiences we have had. We had a late night snack of Sushi and drinks outward and a Champagne Breakfast on the return. Both were excellent and served by efficient staff. Boarding was direct from the lounge which was excellent.","EMIRATES FIRST CLASS LOUNGE REVIEW","Dubai Airport","First Class","","","4.0","5","5","4.0","4.0","5.0","3.0","5.0","1"
"emirates","/lounge-reviews/emirates","Emirates Business Class Lounge - Birmingham Airport","G Nock","United Kingdom","2013-04-04","The lounge at Birmingham is quite new and well run with a decent selection of food and drinks. Generally a pleasant and comfortable environment to spend a few hours waiting for your flight.","EMIRATES BUSINESS CLASS LOUNGE REVIEW","Birmingham Airport","Business Class","","","4.0","4","4","3.0","4.0","4.0","4.0","4.0","1"
"emirates","/lounge-reviews/emirates","Emirates Business Class Lounge - Dubai Airport","Nina Khan","United Kingdom","2013-03-08","My 3rd time but this time everything changed and downgraded. As per previous reviews I was very disappointed with Dubai Business Lounge very overcrowded no hot food meal options only cold buffet snack type foods.","EMIRATES BUSINESS CLASS LOUNGE REVIEW","Dubai Airport","Business Class","","","3.0","2","3","3.0","1.0","2.0","4.0","3.0","0"
"etihad-airways","/lounge-reviews/etihad-airways","Etihad Airways Pearl Business Class Lounge - Abu Dhabi Airport","David Lowe","Australia","2013-02-14","Very attentive and friendly staff restaurant food plenty of it great wifi and comfortable seating. Showers and bathrooms spotless.","ETIHAD AIRWAYS PEARL BUSINESS CLASS LOUNGE REVIEW","Abu Dhabi Airport","Business Class","","","5.0","5","5","4.0","4.0","5.0","5.0","4.0","1"
"etihad-airways","/lounge-reviews/etihad-airways","Etihad Airways Pearl Business Class Lounge - Abu Dhabi Airport","H Bereaux","Bahamas","2013-01-11","Used the Etihad Pearl Business Lounge at Abu Dhabi T3 while connecting from a MCT-AUH flight to AUH-MAN in business. Between these two flights the lounge was a huge disappointment particularly with this being Etihad Airways home airport. The lounge was crowded so there were no comfortable seats available the food was okay but lacked choice (four of six hot options were available) - and the toilets were filthy.","ETIHAD AIRWAYS PEARL BUSINESS CLASS LOUNGE REVIEW","Abu Dhabi Airport","Business Class","","","3.0","1","3","4.0","3.0","1.0","4.0","3.0","0"
"etihad-airways","/lounge-reviews/etihad-airways","Etihad Airways Al Reem Lounge - Abu Dhabi Airport","M Benjamin","United Kingdom","2012-12-23","Further to my previous post Sep 2011 this lounge has improved. It's still an awkward walk from T3 to T1 but I was pleasantly surprised how improved the lounge was. There is now a newspaper and magazine rack the food selection now has a lot more to offer including cold cuts of meat and various cheeses. A bigger selection of hot ( warm) dishes various teas and coffees and a lot more seating arrangements ( previously the middle and lower tier sections were closed off ) . The washrooms are a little small but a hot shower is available. A well stocked bar with waiter service is a nice touch. On a minus note there didn't seam to be any computers available. Overall a very pleasant experience and would recommend to all.( shame you still have to walk into T1 for a smoke though).","ETIHAD AIRWAYS AL REEM LOUNGE REVIEW","Abu Dhabi Airport","","","","4.0","4","4","4.0","4.0","4.0","0.0","5.0","1"
"eva-air","/lounge-reviews/eva-air","Eva Air Business Class Lounge - Taipei Airport","Y Leung","","2009-01-20","The airport lounge is long and narrow but not overcrowded. The business section has internet connection but no computers unlike the EVA lounge in Hong Kong Airport. WiFi is free however. Seats comfortable and lounge is clean. The food is passable but not excellent. I would expect the lounge in EVA's home base to be more elegant.","EVA AIR BUSINESS CLASS LOUNGE REVIEW","Taipei Airport","Business Class","","","3.0","3","3","3.0","3.0","3.0","3.0","3.0","0"
"eva-air","/lounge-reviews/eva-air","Eva Air (british Airways) Business Class Lounge - Newark Airport","Y Leung","","2009-01-20","EVA Air flies to Newark only three times a week and does not have its own lounge. Its flight departs at 1030 pm and check-in begins three hours earlier. However the business lounge operated by BA only allows EVA passengers to enter after 8:45 pm and attempts at early entry would be stopped by a British Airways staff stating that this is their agreement with EVA. The lounge is small and crowded and can barely accommodate all the EVA passengers. I hope EVA could negotiate with BA to accomplish a better terms of agreement so that passengers could use the lounge at least two hours prior to departure of the plane.","EVA AIR (BRITISH AIRWAYS) BUSINESS CLASS LOUNGE REVIEW","Newark Airport","Business Class","","","2.0","2","3","3.0","3.0","0.0","3.0","3.0","0"
"finnair","/lounge-reviews/finnair","Schengen Lounge - Helsinki Vantaa Airport","Wade Lindqvist","Sweden","2015-06-17","Crowded and with poor access. Staircase or one very busy elevator. Very limited food but drink options quite ok. Not really anywhere to relax and check in can be too time consuming. Finnair know how to do it properly with their their Non-Schengen lounge. Why they offer this product is strange considering the airline itself continues to improve.","Schengen Lounge","Helsinki Vantaa Airport","Business Class","16-02-2015","Solo Leisure","4.0","2","3","4.0","2.0","","","3.0","1"
"emirates","/lounge-reviews/emirates","Emirates Business Class Lounge - Dubai Airport","S Callaghan","United Kingdom","2013-02-07","Shabby crowded poor catering. Overall very disappointed with the complete experience. Showers looked shabby and water was cold on both my outbound sector and inbound.","EMIRATES BUSINESS CLASS LOUNGE REVIEW","Dubai Airport","Business Class","","","2.0","1","3","2.0","1.0","1.0","3.0","3.0","0"
"emirates","/lounge-reviews/emirates","Emirates Business Class Lounge - Los Angeles Lax Airport","S Freeman","Australia","2013-01-15","What a Dungeon! Never expected this from Emirates. To pay almost 8500K on a ticket and to be thrown in a lounge that has no natural lighting is overcrowded with limited selection of food and drink is disgraceful. One bite of a sandwich that was stale and we packed up and walked out. We felt much better sitting around like randoms in the general airport area.","EMIRATES BUSINESS CLASS LOUNGE REVIEW","Los Angeles Lax Airport","Business Class","","","1.0","1","2","1.0","1.0","0.0","0.0","4.0","0"
"emirates","/lounge-reviews/emirates","Emirates Business Class Lounge","Mark Loader","United Kingdom","2013-01-11","Still a few teething problems but they are trying hard. Signage is difficult to find so everyone has stopped at the first seating area which is packed - while the rest of the lounge is quite empty. Also the constant boarding announcements for flights departing other parts of the airport are bit annoying - they should only announce flights in Concourse A. The lounge ""looks"" great but is a bit style over function. For example tables are difficult to sit and eat at chairs not too comfy.","EMIRATES BUSINESS CLASS LOUNGE REVIEW","","Business Class","","","4.0","3","5","3.0","3.0","3.0","4.0","4.0","1"
"etihad-airways","/lounge-reviews/etihad-airways","Etihad Airways Al Reem Lounge - Abu Dhabi Airport","Johan Vranken","Belgium","2012-11-15","In terminal 1 about 10 minutes walking from terminal 3. Have always found this lounge to be clean and less crowded than the actual Etihad business class lounge in terminal 3. Staff extremely helpful and friendly. Same food and drinks as in the business lounge.","ETIHAD AIRWAYS AL REEM LOUNGE REVIEW","Abu Dhabi Airport","","","","4.0","4","5","4.0","4.0","4.0","0.0","5.0","1"
"etihad-airways","/lounge-reviews/etihad-airways","Etihad Airways Business Class Lounge - Melbourne Airport","D Lancaster","United Kingdom","2012-11-15","This is the Air New Zealand lounge shared by Etihad. Who on earth decided to use wickerwork rattan armchairs for the ""comfort"" of travellers who sometimes have to spend hours waiting for a connecting flight - the armrests alone are uncomfortable enough but add in the punishment to the seating area penetrating through the cushion. The only other viable seating is of a benching type so no armrests - but on balance preferable! The food choices were very limited and as such I was not hungry enough to assess the quality.","ETIHAD AIRWAYS BUSINESS CLASS LOUNGE REVIEW","Melbourne Airport","Business Class","","","3.0","2","4","4.0","2.0","4.0","0.0","3.0","0"
"etihad-airways","/lounge-reviews/etihad-airways","Etihad Airways Al Reem Lounge - Abu Dhabi Airport","G Tonge","United Kingdom","2012-11-07","If you are a silver or gold card holder flying in economy class this lounge is now allocated to you. However this lounge is located in terminal 1 and as most people transit in terminal 3 I don't think it's worth the 20+ minute walk to use what is generally a sub standard facility. I wouldn't pay to use this facility and would rather sit in Starbucks at my own expense.","ETIHAD AIRWAYS AL REEM LOUNGE REVIEW","Abu Dhabi Airport","","","","2.0","2","2","2.0","1.0","2.0","1.0","1.0","0"
"eva-air","/lounge-reviews/eva-air","Eva Air Business Class Lounge - Hong Kong Airport","Y Leung","","2009-01-20","EVA has its own lounge within a bigger one shared by a number of other airlines. It was empty when I entered the lounge for my afternoon flight to Taipei. I was greeted by a very charming lady who gave me a menu of light lunch with two or three main courses to choose from. I used the computer which has excellent internet connection. The meal arrived and the girl set the table nearby and the wonton soup I order was excellent. In general an excellent experience.","EVA AIR BUSINESS CLASS LOUNGE REVIEW","Hong Kong Airport","Business Class","","","5.0","5","5","5.0","5.0","5.0","5.0","5.0","0"
"eva-air","/lounge-reviews/eva-air","Eva Air Business Class Lounge - Bangkok Suvarnabhumi Airport","Simon Welch","","2008-05-30","Very poor. The selection of food and drink was poor and had evidently not been updated for a long time despite the main flight of the day leaving an hour later and the lounge being little used. Very little sign of the staff and overall a somewhat depressing experience.","EVA AIR BUSINESS CLASS LOUNGE REVIEW","Bangkok Suvarnabhumi Airport","Business Class","","","1.0","2","3","2.0","2.0","0.0","0.0","1.0","0"
"eva-air","/lounge-reviews/eva-air","Eva Air Business Class Lounge - Taipei Airport","Graham Rudd","","2007-11-11","What a poor lounge - for the main hub for an airline you would expect they would make every effort to roll out the red carpet and make it a memorable experience.","EVA AIR BUSINESS CLASS LOUNGE REVIEW","Taipei Airport","Business Class","","","2.0","1","3","1.0","1.0","2.0","3.0","1.0","0"
"finnair","/lounge-reviews/finnair","Non-schengen Lounge - Helsinki Vantaa Airport","Wade Lindqvist","Sweden","2015-06-17","Spacious, comfortable and relaxing lounge. Reclining chairs with views are pleasant. Food is just ok while the drink options are fine. Very short walk to all non-Schengen gates. So much better than the Schengen lounge it is hard to believe it belongs to the same airline.","Non-Schengen Lounge","Helsinki Vantaa Airport","Business Class","16-02-2015","Solo Leisure","7.0","4","4","3.0","2.0","3.0","3.0","3.0","1"
"finnair","/lounge-reviews/finnair","Finnair Schengen Business Class Lounge - Helsinki Vantaa Airport","Petri Hottola","Finland","2015-01-02","Visited again the lounge on the 28th of November for four hours before a domestic flight. Unfortunately instead of improvements the service had gone worse. No food despite the new space- consuming meal service tables. Not a single copy of the newspapers I normally read there (Herald Tribune Iltasanomat) even though they were sold at general news stands at the boarding area. Waiting lines for the dirty toilets despite the fact that the lounge was half empty. No place to hang one's coat at the toilet (middle one for disabled passengers). A section of the area closed for passengers. Lots of staff but very little service for us frequent flyers. It is a shame that the Finnair 'home base' lounge is like this even though the international lounges are ok.","FINNAIR SCHENGEN BUSINESS CLASS LOUNGE REVIEW","Helsinki Vantaa Airport","Business Class","","","2.0","2","2","1.0","1.0","2.0","3.0","2.0","0"
"emirates","/lounge-reviews/emirates","Emirates Business Class Lounge","Alan Ward","United Kingdom","2013-01-10","Nasi Langsar was cooked on request and a fantastic Malaysian meal prior to boarding. The staff were friendly and extremely professional.","EMIRATES BUSINESS CLASS LOUNGE REVIEW","","Business Class","","","5.0","5","5","5.0","5.0","5.0","5.0","5.0","1"
"emirates","/lounge-reviews/emirates","Emirates Business Class Lounge - Dubai Airport","Bruce Curry","United Kingdom","2012-12-23","I agree with other reviewers that the Dubai lounge is poor. It has no ambience and is crowded. We also noticed that people hog seats. We were not hungry and didn't eat much but the food quality seems OK.","EMIRATES BUSINESS CLASS LOUNGE REVIEW","Dubai Airport","Business Class","","","3.0","2","3","3.0","3.0","2.0","4.0","5.0","0"
"emirates","/lounge-reviews/emirates","Emirates Business Class Lounge - London Heathrow Airport","Bruce Curry","United Kingdom","2012-12-23","The lounges at Heathrow and Colombo are excellent. At Heathrow boarding is direct from the lounge which is comfortable. The food and drink are excellent. In Colombo the lounge is very relaxing. It has an excellent range of food and drink and service could not be better.","EMIRATES BUSINESS CLASS LOUNGE REVIEW","London Heathrow Airport","Business Class","","","5.0","5","5","5.0","5.0","5.0","5.0","5.0","1"
"etihad-airways","/lounge-reviews/etihad-airways","Etihad Airways Pearl Business Class Lounge - Abu Dhabi Airport","G Tonge","United Kingdom","2012-10-04","Whenever I've visited this lounge it's always been overcrowded. Somebody at Etihad has got they're sums wrong. Other than this a good facility.","ETIHAD AIRWAYS PEARL BUSINESS CLASS LOUNGE REVIEW","Abu Dhabi Airport","Business Class","","","4.0","4","4","5.0","3.0","3.0","4.0","4.0","1"
"etihad-airways","/lounge-reviews/etihad-airways","Etihad Airways Business Class Lounge - Abu Dhabi Airport","C Williamson","United Arab Emirates","2012-09-17","Very disappointed by the Lounge and by the lounge staff who were unfriendly and unprofessional. For the food and beverages facilities and the lounge was correct.","ETIHAD AIRWAYS BUSINESS CLASS LOUNGE REVIEW","Abu Dhabi Airport","Business Class","","","3.0","2","4","3.0","3.0","3.0","2.0","1.0","0"
"etihad-airways","/lounge-reviews/etihad-airways","Etihad Airways (aa Admirals Club) Business Class Lounge - Paris CDG Airport","N Cambourne","Australia","2012-08-05","Extremely disappointing. Limited choice of food In fact there were on two varieties of tuna rolls on offer along with corn chips and pretzels. Nothing else. My wife and I were traveling to Sydney and had a four hour layover between connecting flights and while the peace and quiet of the lounge was welcomed the lack of food was not.","ETIHAD AIRWAYS (AA ADMIRALS CLUB) BUSINESS CLASS LOUNGE REVIEW","Paris CDG Airport","Business Class","","","4.0","4","4","4.0","1.0","4.0","5.0","4.0","1"
"finnair","/lounge-reviews/finnair","Finnair Schengen Business Class Lounge - Helsinki Vantaa Airport","B Degener","Netherlands","2015-01-02","I Visited this lounge when connecting from Asia to a Schengen destination. Access was via stairs with a significant amount of 2way traffic. The frontdesk area was rather congested as was the food and drink area. It was very crowded so to leisurely pick a food and drink choice with also carry-on luggage to worry about was no option and therefore I settled for some orange juice. That as such was fine for me: I don't visit a lounge for food and drinks anyway (as there is decent food on the business class flight that follows) but I do visit a lounge for some peace and quiet and since there where very few comfortable seats left but an awful lot of traffic instead there wasn't much chance. Also too few facilities in the men's room also here was a small queue forming. I must add however that this was my 1st and only visit to this lounge and the time of day may have been a factor (around 15:30 local time) so it may be better at a different time of day. But in my opinion it is not capable to sufficiently cope with the amount of visitors that I saw during my visit.","FINNAIR SCHENGEN BUSINESS CLASS LOUNGE REVIEW","Helsinki Vantaa Airport","Business Class","","","2.0","1","3","3.0","2.0","2.0","3.0","3.0","0"
"finnair","/lounge-reviews/finnair","Finnair Non-schengen Business Class Lounge - Helsinki Vantaa Airport","B Degener","Netherlands","2015-01-02","While connecting from Amsterdam on a flight to Asia I had plenty of opportunity to wait in this lounge and I can say it was very comfortable. Food and wine selection was more than sufficient as was the seating capacity. But what I personally enjoyed the most were the wonderful recliner seats with a nice view over the apron.","FINNAIR NON-SCHENGEN BUSINESS CLASS LOUNGE REVIEW","Helsinki Vantaa Airport","Business Class","","","4.0","5","4","4.0","4.0","4.0","4.0","4.0","1"
"finnair","/lounge-reviews/finnair","Finnair Schengen Frequent Flyer Lounge - Helsinki Vantaa Airport","Petri Hottola","Finland","2014-11-06","The lounge was closed for three months for a renovation without alternative service or compensation for number of Finnair frequent flyers (Silver card holders). After the renovation the standards have unfortunately dropped in a significant way. The two main problems are: Instead of two access routes only one is left (one set of stairs and one elevator frequently reserved for maintenance purposes). As a result long waiting lines to the lower floor delay and frustrate customers. People have to stand on the stairs for up to 15 minutes to check in. The meal & snacks area has become too congested preventing access to the food and drinks for both the customers and the staff. As a result you grab what you can or what happens to be left while trying to avoid stepping on too many toes. The staff struggles to keep the area clean and organized for the same reasons. Add boring selection in regard to hot food and salads (well everything; no changes for years) in particular from the viewpoint of most frequent visitors the supposed priority for the airline. Overall I miss the lounge as it was before the renovation. Whatever goal the renovation served remains a mystery unless the idea was to make it less attractive?","FINNAIR SCHENGEN FREQUENT FLYER LOUNGE REVIEW","Helsinki Vantaa Airport","Frequent Flyer","","","2.0","2","2","1.0","1.0","3.0","2.0","2.0","0"
"emirates","/lounge-reviews/emirates","Emirates Business Class Lounge - Dubai Airport","J Dock","Czech Republic","2012-10-29","Had to wait 5hrs for connecting Emirates business flight. Lounge large but not enough toilets and not very clean either. Long queues which I would not expect in business class lounge. Wondering how Emirates manages when they are ordering so many new aircraft and cannot cope with the present business class lounge.","EMIRATES BUSINESS CLASS LOUNGE REVIEW","Dubai Airport","Business Class","","","4.0","4","3","5.0","5.0","1.0","3.0","4.0","0"
"emirates","/lounge-reviews/emirates","Emirates Marhaba Lounge - Dubai Airport","Philip Stratton","Australia","2012-10-29","Citibank and AMEX offer the use of this lounge as a benefit to having their cards but it isn't much of a benefit when you can't find a seat to sit in. I have used this lounge in the past and it has been pretty handy. The last time we couldn't find anywhere to sit- not that it bothered the staff at all. People often hold empty seats for others with their cabin luggage that remain empty for hours. Other people use it as a hotel and sleep on two chairs. The Wifi doesn't work very well although there are some computers there that are popular. The food and beverages on offer are pretty good but the one shower needs a makeover and there seems to be corrosive gunk on all the fittings in the washroom that really should have been taken care of years ago. The furniture has taken a moderate beating and has been there since day one. The concept is great but it has become a victim of it's own success needing refurbishment enlargement and some better standards.","EMIRATES MARHABA LOUNGE REVIEW","Dubai Airport","","","","2.0","1","2","4.0","4.0","1.0","1.0","1.0","0"
"etihad-airways","/lounge-reviews/etihad-airways","Etihad Airways Pearl Business Class Lounge - Abu Dhabi Airport","Gilbert Isaguirre","Kuwait","2012-06-05","The lounge was too far from the terminal. The food was not really that hot. The fruits and beverages was ok. The staff told us wifi was going to be fixed soon but I waited for almost 2 hours and still none. Accommodating staff great six sense spa offer but it was so limited - I was only allowed to use 1 treatment instead of at least 2.","ETIHAD AIRWAYS PEARL BUSINESS CLASS LOUNGE REVIEW","Abu Dhabi Airport","Business Class","","","3.0","3","4","4.0","2.0","3.0","2.0","4.0","0"
"etihad-airways","/lounge-reviews/etihad-airways","Etihad Airways Business Class Lounge - Abu Dhabi Airport","Stephen Taynton","Kazakhstan","2012-01-23","This lounge is overcrowded and very noisy. Food good great service but we were there from 2100 to 0240 and it gradually got worse with a number of people standing up and not being able to get a seat at all. I do not agree with the idea of asking people traveling in economy to use another lounge. I will in future organise my connections so I can limit time in this lounge.","ETIHAD AIRWAYS BUSINESS CLASS LOUNGE REVIEW","Abu Dhabi Airport","Business Class","","","4.0","3","4","5.0","5.0","4.0","3.0","4.0","0"
"finnair","/lounge-reviews/finnair","Finnair Business Class Lounge - Helsinki Vantaa Airport","Trevor Young","Australia","2014-10-22","Pleasantly surprised by this lounge. Choice of various styles of seating. Plenty of hot food choices which was good as we had a five hour layover. What was exceptional was seeing a chef testing the temperature of the food in trays. I have not seen this before anywhere and many times endured cold offerings even in so called first tier airlines. Most impressed with Finnair for this.","FINNAIR BUSINESS CLASS LOUNGE REVIEW","Helsinki Vantaa Airport","Business Class","","","5.0","5","5","5.0","5.0","4.0","5.0","5.0","1"
"finnair","/lounge-reviews/finnair","Finnair Business Class Lounge - Helsinki Vantaa Airport","M Aylward","United Kingdom","2014-08-21","This was our first visit to this Lounge - what a disappointment! We arrived just after 1300 hours and were looking forward to some nourishment before our return flight to the UK. But the only food on offer was a vegetable soup with cheese some limp brown chopped up lettuce tasteless beetroot - the potatoes tomatoes cucumber and coleslaw were all empty! To make matters worse there appeared to be no one on duty to replenish these dishes. Even the apple cake had dried out! Very disappointing considering it was the height of the lunch hour. The drinks were plentiful and varied. As others have said the lounge had obviously been recently refurbished but all the Loungers on the upper level and the comfortable seats were occupied leaving just ""plastic like"" moulded chairs and tables? Not the best! To make matters worse an hour later saw an invasion of passengers for the far east and when we went to refill our glasses - as if by magic - suddenly there was Minestrone soup a hot chicken and rice dish hot dogs a selection of fresh salads a selection of breads and fresh fruits. Sorry Finnair but my fare included the entry price to this Lounge I we were entitled to parity of service - which we certainly did not get.","FINNAIR BUSINESS CLASS LOUNGE REVIEW","Helsinki Vantaa Airport","Business Class","","","2.0","2","3","4.0","1.0","2.0","3.0","1.0","0"
"finnair","/lounge-reviews/finnair","Finnair Business Class Lounge - Helsinki Vantaa Airport","K Singer","Australia","2014-08-12","Used the Non Schengen Lounge for our late night departure ex Helsinki. The Lounge was clean and very comfortable with plenty of choices for Drinks both Alcoholic and Soft Drinks. As this was the last flight for the night there were only a few limb lettuce leaves and Soup left so if you planned to Eat before the flight you would be very disappointed!","FINNAIR BUSINESS CLASS LOUNGE REVIEW","Helsinki Vantaa Airport","Business Class","","","4.0","5","5","4.0","1.0","4.0","5.0","4.0","1"
"emirates","/lounge-reviews/emirates","Emirates Business Class Lounge - Dubai Airport","M Larder","United Kingdom","2012-10-04","The Dubai Business Class lounge is not big enough for the number of passengers using it so it is difficult to find a seat. There are long queues for the toilets. If you have more than a couple of hours in the lounge then it feels a lot lot longer as the seats are not good for relaxing with very few foot stools. The food options are limited. At least there is free Wi-Fi.","EMIRATES BUSINESS CLASS LOUNGE REVIEW","Dubai Airport","Business Class","","","2.0","2","3","3.0","2.0","2.0","3.0","2.0","0"
"emirates","/lounge-reviews/emirates","Emirates ""bidvest Premier"" First & Business Class Lounge - Cape Town Airport","A Kirkpatrick","United Kingdom","2012-10-04","This shared lounge is very poor. Although there is enough space (a small room allocated to Emirates First Class) the food and drink selection is small. Food is not made to order and runs out quickly. This lounge is shared by so many airlines and card holders that it does not feel special. As a First Class passenger I feel the old lounge shared with South African Airways was so much better. Sadly this has now closed.","EMIRATES ""BIDVEST PREMIER"" FIRST & BUSINESS CLASS LOUNGE REVIEW","Cape Town Airport","Business Class","","","3.0","3","4","2.0","2.0","3.0","3.0","3.0","0"
"emirates","/lounge-reviews/emirates","Emirates First & Business Class Lounge - London Gatwick Airport","Toby Masson","United Arab Emirates","2012-10-04","Quiet comfortable and relaxing. A good variety of hot and cold food and excellent selection of beverages. It is enhanced by the fact that all of the EK flights from Gatwick are B777s (rather than A380s) meaning that there will never be more than 40 people in there at any one time. The reception staff are helpful and wait until the queue at the departure gate has cleared before calling the flight meaning that you can leave the lounge and get straight on to the plane.","EMIRATES FIRST & BUSINESS CLASS LOUNGE REVIEW","London Gatwick Airport","Business Class","","","5.0","5","5","5.0","4.0","4.0","5.0","5.0","1"
"etihad-airways","/lounge-reviews/etihad-airways","Etihad Airways Al Reem Lounge - Abu Dhabi Airport","Mark Wilkins","United Kingdom","2011-11-28","As a silver card member I'm entitled to access to the Al Reem lounge at Abu Dhabi. I can't compare it to the Pearl lounge in T3 (I've never accessed it) but as a business class lounge it was good with plenty of breakfast options available stocked and manned bar area plenty of seating (if in a somewhat weird 3 tiered room) and newspapers and magazines available. However Wi-Fi was unavailable whilst I was there (and the staff couldn't fix it) and there was only 3 staff to man the bar clear plates and update the breakfast area and thus they struggled to keep up with demand in a less than half full lounge. The only real problem is the lack of toilet facilities in the lounge for its size.","ETIHAD AIRWAYS AL REEM LOUNGE REVIEW","Abu Dhabi Airport","","","","3.0","4","4","4.0","3.0","2.0","1.0","4.0","1"
"etihad-airways","/lounge-reviews/etihad-airways","Etihad Airways Business Class Lounge - Manchester Airport","Mark Wilkins","United Kingdom","2011-11-28","Small but uncrowded lounge. Quality of service food and drink during my stay was excellent. Free wifi and tv/newspapers available. The criticism would be the lack of a sleeping zone but few lounges of this size would be likely to have that. Definitely much better than either the Al Reem lounge in AUH.","ETIHAD AIRWAYS BUSINESS CLASS LOUNGE REVIEW","Manchester Airport","Business Class","","","5.0","5","5","5.0","4.0","5.0","5.0","5.0","1"
"etihad-airways","/lounge-reviews/etihad-airways","Etihad Airways Al Reem Lounge - Abu Dhabi Airport","M Benjamin","United Kingdom","2011-09-17","Previously Etihad gold and silver card holders used the Pearl business lounge in terminal three complete with comfy seats and smoking room but now (due to overcrowding) have to use the Al Reem lounge in the old terminal 1. All Etihad flights to Europe and Asia arrive and leave from the new T3 so this becomes awkward. On arrival you have to bypass security and walk (10 mins) to the old terminal and the lounge. This lounge is not a patch on the T3 lounge with a very limited food selection (drinks are fine). There is no comfortable seating area and no papers to pass the time. The next problem is there is no smoking room so you must use the smoking room in the far corner of T1. Then of course to catch your flight head back to T3 and go through security which becomes more of a muddle if another flight arrives as you do - as nobody knows where they are going and can cause another delay.","ETIHAD AIRWAYS AL REEM LOUNGE REVIEW","Abu Dhabi Airport","","","","3.0","2","3","4.0","2.0","2.0","3.0","4.0","0"
"finnair","/lounge-reviews/finnair","Finnair Business Class Lounge - Helsinki Vantaa Airport","N Singh","Canada","2014-03-30","Beautiful lounge but lacks in the food category. We each paid 48 euros and thought it might be a good alternative to dinner but at 7:10pm there was no dinner in sight and no real food other than salad soup and bread. Lots of drinks available but in general quite disappointing due to no other food/ snacks available. Wouldn't recommend it if you are mainly looking for a meal and drinks.","FINNAIR BUSINESS CLASS LOUNGE REVIEW","Helsinki Vantaa Airport","Business Class","","","3.0","4","5","2.0","1.0","3.0","5.0","3.0","0"
"finnair","/lounge-reviews/finnair","Finnair Business Class Lounge - Helsinki Vantaa Airport","Antony Miller","United Kingdom","2014-01-10","Helsinki was cold grey and closed it being 12th Night public holiday and so we resorted to a long wait in the Finnair lounge. Catering is quite simple but delicious much better than having endless choices of tepid offerings you don't want. Staff charming couldn't do enough. The lounge large and calm. Lots of Finnish understated design and the raised area with the recliners is the height of deliciousness. When it is crowded the centre can be a little canteen like but crowds are crowds and the staff do a brilliant job.","FINNAIR BUSINESS CLASS LOUNGE REVIEW","Helsinki Vantaa Airport","Business Class","","","5.0","5","5","5.0","5.0","5.0","5.0","5.0","1"
"emirates","/lounge-reviews/emirates","Emirates First & Business Class Lounge - Brisbane Airport","K Hirst","Australia","2012-09-27","This is the best lounge I have been to in Australia/New Zealand there is very little to fault apart from the distance from customs/immigration. Great food with enormous selection of both hot and cold choices and friendly but unobtrusive service. Good selection of reading material. Natural light and views of the tarmac and gates with very comfortable decor. Bathrooms top notch. with great amenity kits and more than adequate business facilities. Added bonus of being able to board your flight direct from the lounge.","EMIRATES FIRST & BUSINESS CLASS LOUNGE REVIEW","Brisbane Airport","Business Class","","","5.0","5","5","5.0","5.0","5.0","5.0","5.0","1"
"emirates","/lounge-reviews/emirates","Emirates Business Class Lounge - Dubai Airport","Trish Loughman","Ireland","2012-09-17","Overcrowded hot and not really that pleasant. The food on offer was nice enough but the crowds of people made me want to get out of there fast.","EMIRATES BUSINESS CLASS LOUNGE REVIEW","Dubai Airport","Business Class","","","4.0","3","3","4.0","4.0","4.0","3.0","4.0","0"
"emirates","/lounge-reviews/emirates","Emirates First Class Lounge - Dubai Airport","Trish Loughman","Ireland","2012-09-17","So much more pleasant than the crowded horror that is the Business Class Lounge. The First Class Lounge is an oasis of calm. Excellent food staff and facilities.","EMIRATES FIRST CLASS LOUNGE REVIEW","Dubai Airport","First Class","","","5.0","5","5","5.0","5.0","5.0","4.0","5.0","1"
"etihad-airways","/lounge-reviews/etihad-airways","Etihad Airways Business Class Lounge - Abu Dhabi Airport","Kevin Tunnicliffe","United Kingdom","2011-09-17","Quite a small but pleasant lounge. Nice reception from the staff and frequent offer to refill drinks and so forth. As it was an early flight we enjoyed a cooked to order breakfast. Very good. You could also help yourself to cold cuts and bakery if you didn't want a cooked meal.","ETIHAD AIRWAYS BUSINESS CLASS LOUNGE REVIEW","Abu Dhabi Airport","Business Class","","","4.0","5","5","5.0","3.0","4.0","4.0","4.0","1"
